Gene,MT_t1_rep1,MT_t1_rep2,MT_t2_rep1,MT_t2_rep2,WT_t1_rep1,WT_t1_rep2,WT_t1_rep3,WT_t2_rep1,WT_t2_rep2
YALI0D08272g,1788.061496,1925.602855,2484.817791,2543.055038,2131.69595,2301.104186,2323.8466789999998,1344.0648210000002,803.9841244
YalifMr30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMr31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox1-i6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox3-i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd5-i1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd1-i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob-i4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YalifMt57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00110g,0.028056755,0.028965502,0.050071719,0.091204547,0.054305667,0.0,0.059155285,0.471955413,0.227363722
YALI0A00132g,832.5804843999999,871.2612017999999,987.4621663999999,855.8885016,638.3151993,698.6465904,779.7436389999999,563.6382049,1002.1076130000001
YALI0A00154g,99.75248627,93.38826877,602.9346291,640.0265312999999,4406.100338,4480.250435,6323.808746,1037.702497,193.4855312
YALI0A00176g,1.866448475,1.674922487,2.600720989,1.80463111,1.1393685470000001,2.9264131669999998,1.9373529059999999,0.966042381,0.18615571399999997
YALI0A00198g,0.85775067,0.983925403,1.445747832,1.239246213,1.0145862270000001,0.0,0.20094382600000002,2.74830734,0.308931564
YALI0A00212g,5.818115249,7.37843063,7.17861059,7.082661578,20.71530279,13.24023791,17.41611376,7.163262935,8.323712537
YALI0A00220r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00264g,346.8521889,364.44924610000004,372.9017296,330.94632789999997,271.2522856,311.0975994,319.8877008,255.99290069999998,346.849984
YALI0A00286g,223.4953183,220.28369909999998,183.85358300000001,170.6433359,212.5046978,214.0046261,258.0028879,181.0450563,265.6196097
YALI0A00297g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00308t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00330g,18.73699902,14.44964735,17.47497233,14.86024678,50.68595659,52.51536672,49.61969801,51.94290318,43.72235816
YALI0A00352g,1176.954154,1228.2285949999998,1505.194237,1264.610273,1365.942809,1468.976699,1679.3941079999997,1004.103976,1278.261422
YALI0A00369g,0.415928155,0.858799795,0.247429873,0.8512997959999999,0.983957209,1.4743936919999998,0.5846327929999999,2.665339571,0.149802664
YALI0A00374g,0.642313293,1.016780255,0.420313566,0.278397095,0.49729560100000003,1.7456156859999998,1.444547228,2.572534187,0.8328190059999999
YALI0A00396g,50.34246796,54.89652337,184.65554509999998,216.8087985,353.36456069999997,268.4981315,257.1411828,577.4287865,99.44039978
YALI0A00418g,4.24101229,6.672927422000001,6.5568916370000006,5.086933585,7.857577474,10.81297884,9.133082972,9.21043462,2.64651373
YALI0A00440g,132.54507959999998,122.67750600000001,152.6819053,162.7313214,184.6235969,176.8757563,152.56688730000002,241.324287,93.23289796
YALI0A00462r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00506g,53.88840337,64.26411632,64.32760815,50.34810478,25.08843991,23.25022159,19.2426112,38.177499700000006,41.00410604
YALI0A00528g,0.046214239000000004,0.0477111,0.0,0.050076459000000004,0.447253277,0.0,0.0,0.0,0.8988159840000001
YALI0A00550g,3.383976876,4.610578266,2.7320381819999997,2.544298263,1.2476012459999999,2.3664819390000003,1.164869851,2.600000341,1.343155464
YALI0A00572g,1.048974172,1.461982521,1.193438521,1.05139117,1.4720091780000002,2.13809887,2.7645911880000003,1.575470615,1.232584018
YALI0A00594g,349.9729122,347.34179910000006,424.01232580000004,372.0610999,232.35847850000002,256.13494860000003,251.5473234,226.9515983,301.05632349999996
YALI0A00616g,31.31674927,27.51807841,36.09045397,32.77420053,56.07390976,55.67040757,52.7274912,22.82663629,32.8423458
YALI0A00638g,64.9516378,55.59727594,56.00678273,59.24223896,46.13896749,60.66150039,50.83564835,104.4494818,107.1306395
YALI0A00660g,35.82316112,31.30226469,58.1551035,67.34511577,52.3168117,87.97287864,71.89008826,116.9412844,37.51170892
YALI0A00682g,2.5585615880000003,3.0118771310000003,9.062710097,11.51216318,10.2064907,16.67379618,18.97946438,11.39701464,3.7927744530000003
YALI0A00715r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00759g,29.08919213,28.30027915,38.54778417,31.95091366,38.36943222,43.63284871,41.87447205,28.17618945,46.96488234
YALI0A00781g,34.08066755,36.27007441,34.77139504,41.35227961,21.66919537,34.64246009,29.86400762,30.02433233,28.47007194
YALI0A00792r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A00803g,98.69940251,101.7634011,123.18439209999998,112.91763130000001,153.52406580000002,167.8873305,181.1682286,88.37369933,136.5532836
YALI0A00825g,10.76152646,10.65277193,13.04402911,9.515059861000001,11.29742745,11.7306666,9.72418481,16.53077627,17.35718845
YALI0A00847g,573.6979911000001,551.0069907000001,402.771514,421.14013880000005,48.22624125,51.95801972,39.62231157,32.89709407,43.63325438
YALI0A00869g,0.151506476,0.234620563,0.540774568,0.27361364,0.19550040100000002,0.268532184,0.692116829,0.0,0.982211281
YALI0A00891g,187.2383856,197.6627676,224.12133909999997,238.32131319999996,160.0559469,169.4405289,179.07949250000001,141.4405908,98.13204465
YALI0A00913g,49.78402862,47.46747534,62.81148075,54.54377082,52.69748368,63.1300265,58.77513524,44.39872866,47.5792558
YALI0A00935g,0.22891165300000002,1.063467036,0.510661342,1.116190222,2.215366698,2.028630988,2.413203897,0.0,0.37100659799999997
YALI0A00957g,24.65575583,23.02613506,26.92233652,26.45264053,25.9021848,11.068801800000001,25.821281699999997,15.98174086,6.441018514
YALI0A00979g,25.83739576,28.19251847,67.22058334,65.0874732,46.132832799999996,53.38953555,58.96661225,35.76664052,27.57470051
YALI0A01001g,41.3201387,41.04740542,43.25853254,42.9353614,51.8082833,68.96727218,68.1653226,85.2730235,48.71491339
YALI0A01023g,0.726407323,0.433556379,0.34435328299999995,0.43045334,52.83516118,40.53595776,54.63390743,16.99236316,6.548833789
YALI0A01045g,90.30349353,103.5946492,102.965525,107.83871129999999,75.8286671,99.83754717,79.61561858,80.53636379999999,35.85599247
YALI0A01067g,87.47695326,104.67784300000001,201.177357,309.0936889,140.0715944,178.5840743,174.5451575,192.8224624,91.25316821
YALI0A01089g,50.43356313,30.56327968,61.81720409,326.1349628,31.05839447,56.8808961,38.18296617,317.3782825,129.7208501
YALI0A01111g,47.45624714,38.93605259,30.79752132,36.41781999,42.02147831,46.61932327,41.66615911,60.53172941,34.39715998
YALI0A01133g,49.39009551,58.1320936,15.04369105,15.13828737,14.43066377,27.46032046,23.602634100000003,31.90469126,87.12448992
YALI0A01155g,45.48373809,45.25671945,37.62063335,35.04127738,31.81840732,40.28146906,34.02853505,43.38915411,22.37242352
YALI0A01177r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01221r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01265g,0.0,0.0,0.0,0.0,0.237519275,0.0,0.0,0.0,0.159109042
YALI0A01287r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01331g,44.3407049,42.66367297,37.28751609,33.7758164,41.51252084,34.79560881,40.15922958,25.51074856,64.0848645
YALI0A01353g,26.07165463,25.28688286,24.29130324,19.02367693,34.10891566,34.84670669,42.56179051,20.06756225,23.95183735
YALI0A01375g,56.58377661,51.66699563,62.52875358,50.03786583,50.26050732,45.61597944,54.06937559,51.11490032,38.80226897
RPR1_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01397g,26.17422114,27.93662538,23.57690823,20.24420748,50.03146442,52.30307055,56.75188084,35.19051616,24.00866578
YALI0A01419g,284.5170409,295.5530869,181.6696109,192.1533869,256.0077756,246.93145550000003,200.57971619999998,282.7614328,512.8943608
YALI0A01441g,1.034938602,0.961613855,2.647383478,2.3550041580000003,3.2051051719999997,1.6509056130000002,2.109344139,1.49221476,2.180578214
YALI0A01452g,112.7178761,114.2819803,203.2848605,219.2814089,440.94830819999993,397.8795318,502.888263,190.0078745,80.93707038
YALI0A01463g,8.534067398,9.848575431,11.80240495,7.822469953,19.36277133,21.20367817,16.90614444,17.28612993,9.694597663
YALI0A01485g,8.288562146,8.347465476,8.63384442,9.38449434,79.49494566,89.58367198,98.64870882,78.20845037,17.54594738
YALI0A01507g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01540g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01562g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026323606,0.0
YALI0A01584g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01602g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01626t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01650g,4.662123986,5.100479214,6.302315352000001,6.069636664,8.552448311000001,7.831552984,5.061558061,5.601693191,2.819439343
YALI0A01672r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01716g,0.39731898600000004,0.120643525,0.25026304,0.405198825,0.090474899,0.0,0.09855451,0.449309788,0.530312866
YALI0A01738g,334.8065285,292.225105,225.1363795,214.6190417,225.9940542,237.79063340000002,225.20817119999998,421.53197019999993,301.6130215
YALI0A01760g,9.52208147,9.001419661,6.244658702000001,4.41306121,5.662415021,8.286031164,7.800808757,10.61402302,12.78321913
YALI0A01782g,35.20145878,32.73393606,38.19131909,41.65194652,30.53030482,36.02572487,29.8769804,45.45438939,16.93907348
YALI0A01804r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01826g,17.63216244,17.37958399,21.51813786,21.80731902,21.04057149,29.73133823,26.07360693,15.14627685,24.40697719
YALI0A01848g,0.297793883,0.115289739,0.232513888,0.40335141399999996,2.8099468780000003,2.441139843,2.90391314,0.8945225259999999,0.24132344
YALI0A01870g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01892g,31.61748703,35.21983489,29.49886978,24.64972762,28.84812867,38.53232084,33.44952963,65.43800608,45.95074329
YALI0A01914r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01958g,0.045868065,0.094707426,0.081858822,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A01980g,0.188774928,0.17052811199999998,0.421123419,0.30682685600000004,1.187504846,1.631113124,2.636855357,0.0,0.0
YALI0A02002g,1.268809863,2.306573775,2.141327224,1.91283049,1.815203614,3.568837083,2.733333874,1.1930996390000002,0.894092476
YALI0A02024g,0.307707876,0.7200619909999999,1.171527261,0.733532044,5.161767297,5.45385718,8.044821434,3.0563602139999997,0.731448518
YALI0A02046g,6.669781236,6.963618512,5.346388565,5.063115167,7.147795444,7.947864116,3.3369040969999997,10.95693761,33.40714639
YALI0A02068g,37.90018192,38.70513129,38.72036287,35.74468773,35.193475799999995,37.66868254,37.47322497,37.46355022,69.6644979
YALI0A02090g,43.46553762,46.4907823,55.85121425,39.87289189,41.19614347,41.99044611,37.38244839,55.14068503,49.42085701
YALI0A02112g,88.96056239,91.74081103,100.101879,116.3536531,110.93670279999999,137.0104911,106.38368059999999,157.0373653,71.13828905
YALI0A02134g,37.51974194,39.68764242,41.3862814,34.73372037,46.24703578,60.30777124,59.21705789,48.00909593,42.67430789
YALI0A02156g,71.625069,62.16358704,55.79981014,48.75815788,32.68337202,41.76828258,37.36261216,84.05326699,96.68797319
YALI0A02178g,85.64353219,87.1185074,61.97609903,69.35075031,50.81838772,46.68352325,65.968069,90.70826022,86.32891533
YALI0A02200g,19.7795111,22.09257425,23.01272373,19.76496624,28.06277669,31.95657315,27.11917681,24.79732398,19.11371027
YALI0A02222g,74.18185413,84.46357612,87.70169972,79.17981612,72.21800445,96.13225745,79.56117957,79.23706737,54.39272892
YALI0A02244g,10.79593618,13.89897481,10.68065101,9.016379783,8.135490352,11.04225551,10.39149142,8.459783154,10.37396497
YALI0A02266g,13.463062599999999,15.12594363,15.86827656,10.66468506,12.55576779,13.90098543,13.38226243,7.424639077,28.39111047
YALI0A02288g,8.69078261,10.16045233,24.02876955,16.19611437,16.05046518,16.34514426,13.28396059,12.55198319,9.780940802
YALI0A02310g,423.24060539999994,443.48715189999996,469.602732,422.3254056,273.1970599,298.6916266,241.3796273,220.81225550000002,204.11969319999997
YALI0A02332g,15.45781772,18.9908602,17.76935403,14.05245174,29.53417014,32.47129016,33.53617684,34.27493963,21.90635602
YALI0A02354g,83.47598716,89.52578226,140.25566519999998,127.9574915,177.0888055,215.0902111,227.227279,149.5271204,47.63724714
YALI0A02365g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A02409g,10.94147472,9.789749322,11.06518286,9.900696688,12.8553771,18.44019209,16.43172472,6.642460686000001,15.86663796
YALI0A02416g,0.656077149,0.22577574,11.51358948,10.66360301,10.58233199,18.21783079,2.30547158,20.49574737,6.734432259
YALI0A02423g,0.445337217,0.919523013,11.3255401,6.755769505,9.912758987,17.759742199999998,12.20642408,6.42104533,5.774211773999999
YALI0A02431g,10.78965027,14.07612601,15.20034841,13.49581838,17.79510558,18.26285104,15.87313918,17.25769619,13.77611609
YALI0A02453g,16.82125633,18.72488705,24.62056951,23.16643297,27.96065701,33.08582816,30.017663,46.32395689,35.63948699
YALI0A02475g,1.009349461,0.6946945840000001,0.960716723,1.531184022,2.474637635,0.0,0.567500697,0.0,0.8724770540000001
YALI0A02497g,350.1423527,403.3074578,413.48803960000004,433.1105646000001,340.9658042,447.02500860000004,337.54776949999996,275.744347,120.7471889
YALI0A02541g,50.69519644,51.45547941,42.82110372,34.03123647,27.79031774,31.53133176,29.25279414,26.87404608,38.99254933
YALI0A02563g,62.80564570000001,73.02094517,56.56926118,58.11948765,54.63425989,78.93218755,60.47979350000001,96.94519419,72.70836517
YALI0A02585g,14.83260246,17.94552977,17.59400542,20.66424889,39.76225905,51.43323189,48.08361841,62.65697459,33.12022681
YALI0A02607g,23.06618404,31.358092499999998,21.34683447,14.56944797,3.536324276,6.678877408,5.597620507999999,3.910251964,18.18321496
YALI0A02629g,0.732712942,0.432254408,0.093403015,0.113421039,1.013009558,0.0,0.220694715,0.0,0.84824158
YALI0A02651g,204.9828803,250.7961333,161.8322071,146.33545230000001,248.3135528,221.9266874,218.8459449,247.98217409999998,342.2029023
YALI0A02673g,742.4723267,654.2739654000001,202.0039834,182.23817169999998,108.8413041,60.97662122,60.216805799999996,71.3279288,160.1544854
YALI0A02695g,303.8504207,298.31788589999996,351.2204825,302.11438599999997,315.9420965,303.11828239999994,324.98145669999997,265.65175330000005,297.9089678
YALI0A02717g,32.989746000000004,38.32543184,47.02520721,49.68054159,56.14985356,58.60714926,58.42064985,32.6486745,37.03051633
YALI0A02739r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A02783g,2.721505213,1.053620119,4.917668728,9.068012044,44.24825751,53.3011522,23.95641136,61.31206478,12.57094022
YALI0A02805r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A02849g,189.82498859999998,211.5185571,191.60097280000002,176.2116695,199.7389142,208.7012328,226.0420398,271.38127030000004,263.5667362
YALI0A02871g,225.78910499999998,175.93972019999998,115.89998600000001,119.2454487,158.25206780000002,136.0468514,109.1040072,162.0711031,220.2943119
YALI0A02893g,3.288485465,3.675963527,2.084443946,2.948947006,6.891841695,8.602146736,10.08942674,11.28141992,5.219513189
YALI0A02915g,519.7292222,592.1158588999999,483.64329019999997,370.8039891,535.0277217,624.2016765,605.5433319,838.8792664999999,879.2339252999999
YALI0A02937g,42.62590567,46.9525859,47.00166659,43.99800302,46.71842722,60.693487899999994,43.74576366,60.43107589,39.69770595
YALI0A02959g,23.39468167,27.63800396,32.05970423,26.92016643,38.71619782,51.96540085,49.49358807,34.09875665,22.92039199
YALI0A02981g,134.801985,151.0289182,174.1219001,162.59229960000002,100.7438006,128.94606470000002,118.40902040000002,103.3546235,73.91334774
YALI0A03003g,228.83970970000001,213.76447050000002,247.2884846,225.4048708,201.31828380000002,252.87899590000004,235.3425389,604.7822070000001,515.9283998
YALI0A03025g,244.70797489999998,270.79668060000006,310.8941035,361.5838133,194.1120761,241.12194879999998,219.44092340000003,186.0545926,97.33926659
YALI0A03047r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03069g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03091g,0.0,0.0,0.3047692,0.0,0.0,0.0,0.0,0.0,0.079079096
YALI0A03113g,242.50722960000002,203.8209955,178.90139680000001,205.4602561,170.0179353,157.74529640000003,190.09805669999997,262.8384791,135.6908656
YALI0A03135g,1.07861491,0.788765154,2.225733858,1.5339935340000002,0.260966132,0.159312672,0.094756997,0.215998467,0.364199137
YALI0A03157r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03179g,0.0,0.0,0.0,0.119015798,0.0,0.0,0.0,0.0,0.08900830900000001
YALI0A03201g,0.128575049,0.19910931399999998,0.22946252399999997,0.24381057899999997,0.0,0.0,0.40663435700000006,0.463461277,1.302418174
YALI0A03223g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03245g,18.54829507,19.60882826,21.24035503,19.47109282,14.52434686,19.93037736,18.16879276,22.63418479,10.17704825
YALI0A03267r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03311r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03355r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03399g,44.821403000000004,41.25268847,45.29200817,36.98237848,47.65108232,47.43709242,47.00604128,36.73353487,47.492365
YALI0A03421g,1.2742307640000001,2.0463373419999997,2.2108979509999998,2.531321563,10.55052383,5.646160815,7.91056607,6.4643471770000005,3.327264371
YALI0A03443g,41.55010929,46.52619537,52.92760438,49.20507863,47.25238249,58.24179482,59.99400105,49.38959991,36.02927107
YALI0A03465r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03509g,105.1617527,107.3791992,102.9145551,82.17354253,91.84619995,85.0938455,101.2253095,93.06857013,229.392798
YALI0A03531g,6.430286778999999,6.759262245,9.180691552,9.533051837,10.29643224,9.58394998,8.56600992,8.850008778,8.574325509
YALI0A03553g,36.37626646,39.19316506,39.4115187,33.98827982,77.03233041,80.91487775,81.85438408,45.91187386,27.11811185
YALI0A03575g,62.38922327,66.79553964,35.98042738,42.5649898,77.82207014,79.45343785,77.7074421,92.7316059,73.96506532
YALI0A03597g,288.656202,335.6025853,401.6594877,345.1075518,118.9548563,126.93592620000001,102.7613686,96.40793634,76.29528678
YALI0A03641g,28.7424275,29.08360143,23.1307256,21.97524358,20.66362296,22.21262217,24.08982549,43.75858151,49.30385636
YALI0A03663g,22.2862796,23.04487726,35.45296059,32.24982162,36.72807504,38.61711385,37.00549965,37.81385949,37.04349886
YALI0A03685g,6.147978642999999,5.585456054,3.9938228839999996,4.903068516,13.04219294,15.60416439,12.85879089,15.24675924,14.66742549
YALI0A03707r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03751g,35.09949053,35.40163601,33.14519332,30.81792774,30.01026064,33.00208405,37.25283942,35.71576589,46.28829596
YALI0A03773g,260.54918030000005,220.74455600000002,157.88044209999998,133.3039866,115.72915,110.10563229999998,112.49029669999999,153.5506019,403.2735234
YALI0A03795t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03817g,50.72834124,57.46474092,60.38969706,43.33274973,265.3547332,339.9975922,374.3473968,188.5738273,127.4653828
YALI0A03839g,312.28097,320.59981719999996,370.19379560000004,320.9824103,275.3534972,330.2198514,301.33088819999995,231.4842301,274.6837427
YALI0A03861g,8.750454852,12.36424872,15.75446624,11.84695272,11.21660426,13.11282753,13.11427872,16.06105318,13.80653653
YALI0A03883g,51.22961412,51.07950338,40.13789073,34.49088418,56.84847560000001,62.86159417,62.9809751,89.80664251,82.51829809
YALI0A03905g,222.26752819999996,195.502158,157.27037190000001,122.85294909999999,148.6311534,120.59833219999999,144.2623782,155.5574672,466.6329721
YALI0A03916r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A03927g,11.35609902,13.87494547,16.25030503,11.99493769,25.55152161,28.10549678,30.11365061,16.12905434,19.15285423
YALI0A03949g,0.596081894,1.370638562,0.761585865,0.704615656,0.41954732100000003,1.200572543,0.9711544,0.846432045,0.526960698
YALI0A03971g,9.071684042000001,7.804593476,9.270619863,7.512793563,9.364710584,12.51847789,11.52166538,9.187077643,4.4808698069999995
YALI0A03993g,4.12591833,3.853883217,2.92196597,2.6256667190000003,5.831034698,6.268144305,5.661350532999999,9.600092282,5.519467137
YALI0A04015r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04059g,3.072826795,2.942473642,3.894396245,4.63252766,7.283722908,6.038312348,7.793332295,1.765787466,2.9231947110000003
YALI0A04081r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04125g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04147r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04191g,28.01961022,29.90222652,42.89791572,42.19874938,22.9731818,30.80181509,26.28593201,11.2725935,24.44113258
YALI0A04202r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04213r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04235r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04279g,0.0,0.09578364699999999,0.0,0.050266142,0.0,0.164442057,0.0,0.0,0.0
YALI0A04301g,12.98244536,10.27558844,8.186460701,10.2223216,10.55391301,7.056481785,9.854058034,18.09464187,16.48226307
YALI0A04323g,55.73796541,64.06606012,16.99076749,15.56793932,2.68035886,4.3719506710000005,1.186136615,2.495812672,7.364415414
YALI0A04345g,110.6015106,105.3977279,106.7501473,101.58872530000001,72.58642727,84.92456761,69.73204888,124.4530996,145.8386062
YALI0A04367g,29.21730239,28.95950157,46.4706685,50.36380208,55.64895651,85.17158904,79.67709782,107.76909209999998,57.84522866
YALI0A04389r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04433r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04455g,91.94129433,76.85717599,99.69920617,162.8385294,18.44974847,31.65064072,18.18937578,62.04901768,17.99107856
YALI0A04477r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04499g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0A04521g,0.0,0.0,0.08957502199999999,0.0,0.0,0.0,0.0,0.0,0.0
