Gene,WT_t1_rep1,WT_t1_rep2,WT_t1_rep3,WT_t2_rep1,WT_t2_rep2,MT_t1_rep1,MT_t1_rep2,MT_t2_rep1,MT_t2_rep2
YALI0D13090g,42.17752624,64.29571036,54.13565267,75.80708258,50.37501996,84.17480538,86.78587174,88.48931226,72.97419173
YALI0D13104g,2199.813227,2067.089994,2005.685503,2061.808743,3409.532249,3407.190039,3256.54098,2601.557532,2005.342206
YALI0D13112g,277.8270443,330.9791325,230.4600221,311.7935742,253.3463832,382.6778061,616.7358895,603.9491412,418.0714921
YALI0D13134g,72.20062988,86.82540631,69.05416161,87.20938095,74.29662397,71.12300069,111.7508654,113.7712485,99.13769167
YALI0D13156g,46.56226077,52.41533745,53.3976966,74.04915179,40.77247103,30.44074183,45.74092875,55.83827348,80.28878238
YALI0D13178g,17.59503612,19.97208122,24.09098963,41.56578742,23.4298316,29.69410016,36.01643999,43.26634562,46.06228597
YALI0D13200g,5.067842301,3.74247441,5.52041195,19.48455135,2.463995541,0.739998289,0.241743375,1.306486155,3.472009122
YALI0D13222g,0,0,0,0,0,0,0,0,0
YALI0D13255g,0,0,0,0.312252425,0,0,0,0.038653437,0.190769732
YALI0D13266g,0.332526985,0.34799762,0,0.117955075,0,0.215029563,0,0.116812389,0
YALI0D13288g,0,0.423538567,0.251914943,0,0.580942038,0.261706712,0,0,0
YALI0D13310r,0,0,0,0,0,0,0,0,0
YALI0D13332r,0,0,0,0,0,0,0,0,0
YALI0D13376r,0,0,0,0,0,0,0,0,0
YALI0D13420r,0,0,0,0,0,0,0,0,0
YALI0D13442g,139.8086908,169.4831931,167.373548,109.0079462,42.59563848,110.0627205,248.5476455,240.7060042,201.5922897
YALI0D13464g,58.88266723,54.41118408,64.46013063,38.7951932,97.56804865,51.28784486,32.65817731,38.80956298,37.08963401
YALI0D13486g,93.16389766,85.62650898,91.95078512,103.7742343,232.1277195,101.7242197,74.04562107,99.59181525,73.74955424
YALI0D13508g,50.26607697,49.03309776,50.25928045,78.17288259,98.53537726,85.86375236,80.69444232,77.48064098,64.45525864
YALI0D13530g,3.527812399,2.947076454,2.629321113,5.455653179,5.130643458,2.20622858,1.738911225,3.46235887,3.473951686
YALI0D13552g,26.3792419,31.41931045,36.32059663,38.93435398,52.75006452,20.19698638,30.57457962,37.73500381,51.28161334
YALI0D13574g,2.007540766,2.403960761,1.682168189,1.533800187,40.47355688,7.077589499,6.393994162,6.645369317,6.266661416
YALI0D13596g,197.8182863,218.1934354,204.8016727,187.786256,200.8268878,237.5660603,267.2335033,224.613743,169.9976521
YALI0D13618g,3.339010215,3.734426078,1.99906697,6.645436699,6.168084418,2.451741643,2.47505359,4.763433392,11.11669587
YALI0D13640g,115.5074442,153.5705466,152.0936471,87.05885937,36.13597797,45.26124117,82.80763494,107.058504,136.2286158
YALI0D13662g,10.77473803,17.92418426,5.672857343,6.688588885,4.661473047,1.117705749,1.150722885,1.545551803,4.358799331
YALI0D13684g,56.84061705,51.9870242,56.84147918,48.70164854,33.34150566,32.8689077,42.39046186,55.73258533,82.9357692
YALI0D13706g,175.0611384,199.9269224,188.2235534,113.9172296,73.22232365,118.4661137,207.9966556,211.6127695,195.973912
YALI0D13728g,2599.233952,2394.290973,2357.387385,2916.819295,4341.605774,5086.60435,4786.133833,3879.806052,3092.834497
YALI0D13750g,33.22370755,36.13431227,48.09245642,26.83903797,40.95421098,28.85471815,35.58441762,34.56427763,38.62775728
YALI0D13772g,29.78647974,40.36619767,40.82707041,38.27163623,11.27380026,6.206208238,8.148236138,12.3673196,24.80142481
YALI0D13794g,3197.672879,2697.50751,2486.765482,3389.442417,6629.968003,5201.904166,3984.864834,4264.067029,3099.719281
YALI0D13838g,141.3366148,125.0522917,121.4393385,189.837219,301.9328932,281.7534014,236.2374568,325.1672197,252.9479684
YALI0D13860g,85.36255938,88.41070165,80.22004933,125.6552878,93.78025478,179.4859614,174.410602,201.3930905,159.0931146
YALI0D13882g,2725.151935,2406.005235,2427.667129,2698.499098,4111.582279,5372.744204,4885.500122,4507.595184,3108.381902
YALI0D13904g,21.07059881,25.789996,27.51661838,21.03189616,37.21659932,23.82745438,27.29278638,32.56698443,42.5891018
YALI0D13926r,0,0,0,0,0,0,0,0,0
YALI0D13948g,38.41559994,33.39829739,40.87865674,37.83830284,115.9786608,47.14781253,35.81897061,35.28760029,30.31764406
YALI0D13970g,0.377008726,0,0.205338224,0,0.434070343,0.053329897,0.046458303,0.28970866,0.285964966
YALI0D13992g,5.48834506,4.71460999,4.697366572,6.457032445,5.646090482,3.194149175,1.726230718,3.35790543,5.808328381
YALI0D14014r,0,0,0,0,0,0,0,0,0
YALI0D14058g,269.4342507,316.5647686,359.2311901,287.2212818,130.229688,148.8681672,183.5142856,230.3209276,200.1824344
YALI0D14080g,50.1207941,52.05845336,58.09788383,63.22416985,193.5263165,64.73221262,47.77675394,54.92415843,50.96886273
YALI0D14102g,73.55554495,75.38023911,72.76906661,110.5846696,192.2331336,141.196719,148.6379899,180.5204506,178.2748926
YALI0D14124r,0,0,0,0,0,0,0,0,0
YALI0D14168r,0,0,0,0,0,0,0,0,0
YALI0D14212r,0,0,0,0,0,0,0,0,0
YALI0D14256r,0,0,0,0,0,0,0,0,0
YALI0D14300g,3.755765827,2.593486162,4.292368906,6.573927361,4.021326057,1.010289872,1.092554475,1.665410923,2.895488127
YALI0D14322g,151.2282219,182.9011987,148.9354096,166.5204635,126.3794056,111.9969457,116.8919321,142.0342543,167.2068528
YALI0D14344g,178.2883537,190.0195368,195.1411617,138.3682637,123.9739833,117.1941962,165.6483732,162.9713795,171.7241889
YALI0D14366g,5.296356241,8.753515077,7.950421886,5.613311653,0.973513225,0.109638711,0.636744585,0.952959929,0.489919543
YALI0D14388g,41.41064767,40.98328181,51.89386541,43.24962,15.11603645,29.63144,26.35355701,36.66132682,45.62819774
YALI0D14410g,61.49024612,76.23497034,75.30005054,50.25534159,53.70648672,61.04296873,74.23967567,60.24321634,56.98703986
YALI0D14432g,113.5903255,133.0060335,148.1690997,158.4073319,142.2723153,90.73670296,83.04452796,95.64935552,77.22973312
YALI0D14454g,34.04433547,49.59611488,41.29872652,31.08903748,15.07806042,23.16337374,34.844761,43.50082982,50.79229962
YALI0D14476g,28.17304785,27.53265069,25.72457278,27.77643204,38.01265975,29.43710422,42.68184014,44.20823938,44.13080259
YALI0D14498g,7.583757921,9.107560102,6.455320425,4.990716322,7.148363134,7.597272644,13.19586362,22.21518416,31.33934808
YALI0D14520g,20.34249819,31.98556134,29.42136424,32.9670256,41.70167668,26.53476437,29.96901147,32.47251045,30.42777225
YALI0D14542g,70.87068186,89.33242644,86.070939,76.06998634,95.26869051,51.2379846,46.56623,43.54659993,44.92383148
YALI0D14564g,514.5254313,558.3457326,620.1447319,585.875421,195.1525881,194.1990258,294.0212267,315.0810518,327.1915319
YALI0D14586g,58.61457488,77.74820474,67.37007134,120.929687,69.29054129,109.0067934,122.4723218,158.8385668,268.7199788
YALI0D14608g,528.6774987,480.5119737,549.6397308,363.6594103,168.0975474,242.147936,302.2878866,363.4016469,432.7894359
YALI0D14630g,502.578297,487.0171558,490.361899,298.9956241,232.8745708,337.0748662,474.8857559,443.4645259,499.8959613
YALI0D14652g,71.2549309,74.06968177,75.8693038,71.63985003,61.18745015,66.10049458,81.6152763,84.7344158,80.91021258
YALI0D14674g,1.416302043,3.139912492,1.786377979,3.146581438,2.059786629,1.054439386,0.330686693,1.191449638,1.470066756
YALI0D14696r,0,0,0,0,0,0,0,0,0
YALI0D14740g,11.59553973,22.06581982,17.59794358,13.15905309,13.95740999,14.96729023,19.88557396,22.20194307,26.40891015
YALI0D14762g,108.1373232,112.0461196,105.9902135,80.16114527,72.21201748,71.50123349,97.31322016,92.95074713,93.23938784
YALI0D14784g,240.4105453,273.3202139,313.8788148,187.9559439,88.04747601,76.58599156,118.4788892,122.7871012,150.5429991
YALI0D14806r,0,0,0,0,0,0,0,0,0
YALI0D14850g,686.3508125,768.7995067,591.072612,1148.832027,695.0707423,953.5046136,736.1085779,584.2185817,512.1044364
YALI0D14872g,7.215958498,6.409485854,6.445494975,3.359565193,2.537752892,0.775759241,1.138193061,2.240193155,2.079883699
YALI0D14894g,277.1039921,343.8048573,235.609385,307.8946533,131.2799516,597.119858,444.7833179,297.9579595,184.773677
YALI0D14916g,56.73615188,70.12402802,67.72423884,102.7829922,109.1189449,105.1315708,59.24126399,68.36950104,64.25951721
YALI0D14938r,0,0,0,0,0,0,0,0,0
YALI0D14982g,35.5566355,47.2169091,58.4306323,46.72358586,46.96197688,51.921465,61.91454901,63.17186922,65.43254305
YALI0D15004g,30.76393782,33.84451175,36.66245735,45.96729665,33.40681265,27.50899833,38.26649386,56.68350451,59.03285091
YALI0D15026g,22.72973519,38.34312762,39.75118367,30.97872747,10.15294946,1.389778859,1.306792588,2.948023858,3.075534396
YALI0D15048g,22.84019989,32.05078475,28.47737708,28.54843016,27.62815603,17.06247683,21.61892959,27.30417354,54.99366012
YALI0D15070g,0.551265667,2.019195495,1.080890862,1.095061994,2.123365667,0,0.21738164,0.135556703,0
YALI0D15092g,38.89956704,46.01004437,49.43561625,33.45437791,5.08944948,3.439094612,8.089105251,15.69329523,49.63722443
YALI0D15114g,98.4583058,126.1635383,113.1994414,53.28499719,16.29231788,41.1987102,93.09526383,124.1136122,186.1824687
YALI0D15136g,4.714692,2.158642698,1.854567194,6.829012298,3.399527305,0.592816309,0.38732364,1.932244717,1.589396441
YALI0D15158g,197.6648701,224.7038958,293.0468288,230.6272731,99.27349734,39.96086121,22.68020445,47.25818108,130.8386059
YALI0D15180g,0.305863531,0.560163912,0.166588914,0.75947848,0.64028558,0.519192348,0,0.282045398,0.812002133
YALI0D15224g,0,0,0,0,0,0,0,0,0
YALI0D15246g,17.85623252,26.5243894,24.02397671,19.27844784,21.04623157,15.92276868,19.0309808,27.30765145,41.13300831
YALI0D15268g,105.2043104,125.9201793,114.7728207,77.84654418,76.19398399,117.6114888,128.4326666,131.3273885,100.3644304
YALI0D15304g,62.41439992,73.17762073,74.55796386,47.35766383,18.08855714,38.44907777,64.95306892,71.64068118,131.4357949
YALI0D15312g,1719.051211,1837.853322,1655.527987,1564.551327,936.5171643,1539.71519,1543.19116,1482.145391,1411.190735
YALI0D15334g,410.9875747,389.8511518,506.5199259,254.6795606,210.1192611,80.66305911,122.8419197,161.21616,395.8554494
YALI0D15356g,77.47615087,82.28267577,88.85904221,55.78003171,154.8716235,75.91042503,53.16924474,62.13467822,56.80320657
YALI0D15378g,31.7615923,36.07032479,36.20915365,48.17980578,39.69770595,32.15468756,38.83242791,49.48376133,57.1877693
YALI0D15400g,61.44679173,93.70378265,50.56947117,154.8694981,81.19985307,386.9410209,191.7736592,125.01937,265.3574764
YALI0D15422g,0.175263761,0,0,0.108797749,0.256824345,0,0,0.323231325,1.096749647
YALI0D15444g,26.44864836,25.32407684,23.19276799,18.91495555,17.15479708,16.16992269,17.6080213,29.07197485,31.3663898
YALI0D15466g,353.4308213,495.9216901,481.2993859,494.7386503,83.15060029,53.40820985,270.1064794,413.8021014,710.616822
YALI0D15488g,24.28585292,22.60736994,31.57017083,25.26519801,10.33638381,1.518392716,3.130500691,4.976593489,10.34700832
YALI0D15510g,244.0213878,244.9950852,330.2200894,293.631576,89.20748638,50.56247743,70.67876911,117.9535142,202.801363
YALI0D15532g,14.99045815,20.75774495,14.07226663,32.15337073,27.04342436,24.48034186,28.5949062,34.61400337,20.89198291
YALI0D15554g,106.4161894,119.3849337,120.4598325,122.6241296,70.6546326,62.69406376,106.5876359,114.8630603,130.3690887
YALI0D15576g,101.7956202,160.6833818,118.1519254,140.3966657,146.3315871,90.86802583,92.76596797,123.959563,198.0918625
YALI0D15598g,14.4271916,14.44860382,11.93587752,17.14092609,18.44200053,12.70981268,13.8446816,19.10796007,21.83093563
YALI0D15620g,78.34152574,102.642815,87.42182818,129.0027838,116.2003478,71.78377461,64.76120736,80.11522724,60.43069689
YALI0D15642g,41.82995119,58.07041822,47.66808608,60.64232028,77.20750456,49.9071711,55.57857045,64.28039627,57.04692248
YALI0D15664g,13.66249203,16.82711405,12.50136981,42.74528735,108.3964737,14.64935374,12.99748004,10.41481759,7.824170413
YALI0D15686g,103.0710567,96.40432259,112.5891514,149.1744877,124.5575794,46.1562698,30.41692793,41.94711621,35.08656992
YALI0D15708g,628.6727717,554.4378285,493.6637459,356.9233906,606.7540364,520.6072086,502.7278811,386.3052842,276.3047544
YALI0D15730s,0,0,0,0,0,0,0,0,0
YALI0D15752g,25.60077756,31.07435594,32.12711049,30.1113231,48.34762714,39.07969912,12.84039023,6.964047254,5.677909655
YALI0D15774g,32.1491246,44.4075776,32.9759285,59.7179511,47.09967403,54.43226998,38.89885937,26.19986298,21.16401394
YALI0D15796g,56.97841096,66.64653873,72.39522314,91.6683493,97.33289384,89.11840506,101.6098143,179.3477939,199.9114882
YALI0D15818g,45.88400136,48.10939911,52.09556834,50.25438011,123.6200492,35.21753553,27.74158383,31.36036942,21.97561329
YALI0D15840g,44.11010505,52.97821402,60.510711,35.70429606,53.18996818,44.49685296,45.11105341,53.24560881,61.04554844
YALI0D15862g,135.9507869,175.3912614,185.6710316,127.3806843,125.0387652,101.739969,140.7768104,149.8460407,188.0696621
YALI0D15884r,0,0,0,0,0,0,0,0,0
YALI0D15906g,0,0,0.079450098,0,0.122146788,0.165076541,0.071903158,0.807083755,0.055323222
YALI0D15928g,17.82940487,15.34414508,17.80778048,5.708364652,6.630543558,3.208586331,3.223245004,2.732314795,8.060021177
YALI0D15950g,0,0,0,0,0,0,0,0,0
YALI0D15972g,0.542258058,0.070935789,1.181365829,2.115867334,0.194596598,0.087663196,0,0.095244089,0.323170784
YALI0D16016g,0,0,0,0,0,0,0,0,0
YALI0D16038g,0,0,0,0,0,0,0,0,0
YALI0D16054t,0,0,0,0,0,0,0,0,0
YALI0D16137g,0,0,0,0,0.532616806,0,0.355335373,0.052137193,0.192987985
YALI0D16159g,0,0,0.296796341,0,0,0,0,0.167498225,0.620001629
YALI0D16181g,1.296335669,2.543713075,0.806915053,0,7.598389029,1.257418968,0.456416529,0.455385799,0
YALI0D16203g,65.44482186,79.91577576,80.19031584,65.66864876,49.43720523,34.55168642,49.60368855,59.64705425,74.26541252
YALI0D16225g,34.72457694,38.36707697,32.38737985,35.49021609,49.08023707,36.91044508,39.46400889,43.85343933,41.37374365
YALI0D16247g,18.88645138,22.35342439,16.79432956,26.15981431,29.47742935,39.14696233,58.45298037,59.94802326,51.45509454
YALI0D16269g,24.78189747,30.30432201,24.31224576,28.28317586,16.49774793,19.29131092,30.00731216,35.43729492,31.99047366
YALI0D16280r,0,0,0,0,0,0,0,0,0
YALI0D16291g,33.73053416,38.21510768,44.01527607,51.98589202,51.61870498,44.77842934,40.02920768,45.00409374,46.70577532
YALI0D16313g,45.74914716,47.81118955,59.19326769,49.98700926,96.93892033,49.33004451,38.19040868,43.88508684,47.95666636
YALI0D16335g,144.1457632,149.3269854,156.8848588,156.5279587,78.81413627,69.16490253,90.34421207,104.1401819,134.5638505
YALI0D16357g,154.4514649,179.4073188,173.5493273,147.0872578,127.8940243,113.3030268,132.1154575,128.6307359,168.3980315
YALI0D16379g,49.34803706,56.61143708,47.79616979,63.99811714,33.15412804,31.95082661,56.85200075,62.06146687,98.57193176
YALI0D16401g,207.1503246,280.9163667,266.1026531,276.3130386,201.410722,171.3815482,184.1245133,229.635879,217.6584608
YALI0D16423g,167.8351991,218.0255701,177.8878881,102.2298006,56.13761464,107.6712884,156.5561795,172.4057838,180.0495035
YALI0D16445g,61.8157762,88.9730312,73.99667653,121.0469146,47.13225865,51.13800014,80.42736607,97.57807372,142.6967707
YALI0D16467g,569.9077633,669.126312,645.5320425,575.7461948,510.2925769,462.1319714,547.5695524,549.1653424,451.5271018
YALI0D16489g,8.522134188,10.62365243,7.644971621,10.22485189,2.398652927,1.701884283,3.071090312,3.389941418,5.269077288
YALI0D16511r,0,0,0,0,0,0,0,0,0
YALI0D16533r,0,0,0,0,0,0,0,0,0
YALI0D16555r,0,0,0,0,0,0,0,0,0
YALI0D16599g,52.14973206,71.89143642,63.2104976,69.68974531,38.90375183,51.28928141,58.60826391,53.50965295,54.37166286
YALI0D16621r,0,0,0,0,0,0,0,0,0
YALI0D16643g,203.7038684,247.9465363,226.3560731,259.2453549,280.7483086,326.7789955,310.9153924,327.1076921,221.0230197
YALI0D16665g,2273.581187,2425.123417,2379.564667,2503.561884,578.354509,419.0240312,599.5235708,943.936247,1387.873647
YALI0D16687g,12.48509693,9.694098762,12.34658373,9.286099132,13.82674952,7.780534195,5.586892812,6.295819205,6.022443008
YALI0D16709g,415.7391227,257.507829,360.8358597,86.27707987,69.8951062,141.8053345,111.1502981,121.3116632,130.9316261
YALI0D16720g,0,0,0,0,0,0,0,0,0
YALI0D16753g,2589.655842,3115.34168,2899.219603,2856.512821,1165.929821,2266.311611,3165.091104,2297.659125,2365.039193
YALI0D16775g,90.37311522,119.3135312,110.0802009,93.80745911,41.39530521,69.44482299,58.95940677,53.831395,46.07387105
YALI0D16797g,106.3660036,121.1474152,103.6161689,84.89362816,43.85408969,94.80437482,132.3717162,142.5474317,121.0195487
YALI0D16819g,3.625382443,3.383637157,3.721302363,2.769862691,4.728697326,3.195323494,3.95203018,4.028824953,3.966186891
YALI0D16841g,52.8716942,52.80042475,65.95567996,51.80838351,50.68006622,46.48748135,47.75720143,46.98656807,48.00763883
YALI0D16863g,97.88532596,106.1057539,88.3239724,63.53372548,117.7504013,76.37217636,91.89329305,94.97740527,77.26132064
YALI0D16885g,8.796563469,10.09006187,11.91880776,9.235129757,8.425424569,7.640566644,9.889024794,11.40361939,17.39475924
YALI0D16907g,5.513528922,3.743658737,6.128468758,4.70317864,1.60172706,2.631560371,2.569798381,4.10423657,6.714068274
YALI0D16929g,23.03502964,23.14863407,24.2771519,48.4467159,45.79743651,26.24566191,13.66398879,9.973100294,9.199093937
YALI0D16940g,45.02848679,51.31417841,33.60007786,95.92387976,128.8929699,104.8866299,73.91885301,59.20396466,46.11618811
YALI0D16962g,2.470819405,0.919161467,2.102710236,1.725525211,0.517233954,0.524265889,0.380594891,0.996805398,2.459811023
YALI0D16984g,32.91268055,37.40171349,30.91932963,34.82525279,34.40467849,48.62879782,57.40268763,67.29434456,64.54375933
YALI0D17006g,86.2107313,105.7538617,88.06901437,146.4482462,167.5928449,100.1943368,120.459189,158.7344786,189.3791285
YALI0D17028g,71.68078022,66.75802419,82.64712264,50.18782054,32.53311077,30.60414195,43.7890893,44.2806081,59.70170382
YALI0D17050g,69.37880097,82.19295323,93.05108222,85.14899923,51.13500232,31.69104715,56.92516006,65.97540603,78.38862059
YALI0D17072g,129.2681237,117.5037165,126.5242803,70.23910141,36.91886653,39.43265883,64.02976201,82.77092286,126.1000646
YALI0D17086g,339.2322143,327.4193368,354.7713914,515.3923079,241.1885832,253.2589733,263.0432013,369.4518202,317.1438585
YALI0D17094g,233.7805841,274.3965966,281.6952145,243.2222952,86.80277369,95.34515998,110.3231512,151.3200812,177.3249587
YALI0D17116g,262.2330861,270.3311574,274.0795146,344.9793516,674.1618243,365.7063218,291.8321927,295.2397138,242.5019287
YALI0D17138g,107.4982869,132.2220233,137.5746783,113.6053226,114.3976903,131.5287281,119.6694693,108.5874783,79.26687493
YALI0D17160g,387.5264572,464.4036495,496.3028421,407.8055707,190.9596545,310.6836567,301.7158777,282.5025063,231.5396083
YALI0D17182g,57.24841942,55.8017057,44.09105649,120.2179202,185.4744233,51.05595507,47.2330826,53.6839712,46.22229126
YALI0D17204g,345.432277,407.6207496,440.7381916,695.9024803,282.6145036,207.3495206,268.3648448,287.2578097,297.8856475
YALI0D17226g,66.16626084,43.9789558,63.99187204,66.28100777,41.59629188,38.13806399,51.20755324,50.93985149,56.75440999
YALI0D17248g,4.081556393,9.918796416,6.15606716,8.867917184,1.445942932,3.952681258,3.404685948,4.101487993,9.168633361
YALI0D17270g,0,0.166120038,0.065870617,0,0.050634829,0,0,0.37174351,0.458674675
YALI0D17292g,0,0,0,0,0,0,0,0,0
YALI0D17314g,0.226475385,0.207385525,0,0,0.568916168,0,0.148844116,0.046408744,0
YALI0D17336g,0,0,0,0,0,0,0,0,0
YALI0D17358r,0,0,0,0,0,0,0,0,0
YALI0D17380g,85.73099892,82.84590852,54.22469157,149.8466863,95.9361227,197.9456882,171.3691927,187.3760768,208.4187143
YALI0D17402g,52.06353416,79.8793738,48.77874852,70.89904218,49.36951067,70.91538149,73.2072196,80.54532827,76.17001831
YALI0D17424g,146.6287921,149.2225535,132.9181215,127.4823808,55.76582502,97.71941692,162.0774216,182.7325874,176.204463
YALI0D17446g,47.02754293,57.32106247,40.98176613,33.21700282,18.46528681,31.60740011,46.14187562,48.8740062,59.57999568
YALI0D17468g,4.335050242,6.165617374,3.817932703,10.07712691,1.158493364,6.732328792,7.274249426,5.500068174,12.45310665
YALI0D17490g,2143.557169,1899.478036,1752.158401,1933.9577,1299.942339,1902.441633,2062.179712,2154.625381,2224.388702
YALI0D17512g,4.656226077,3.359316315,3.688754529,4.992553846,6.616284324,2.91401856,3.025389563,3.68645647,8.133830895
YALI0D17534g,45.88067609,55.81168359,56.05579595,31.98890336,17.34914735,8.666827787,21.73938614,23.37692618,54.47927357
YALI0D17556g,2.17407436,2.183479153,2.215435412,0.696563103,2.642598769,0.634909775,2.0049919,2.716147252,1.170298933
YALI0D17578g,0.714706241,0.436308574,0.519020738,1.478883975,27.72854837,15.09745253,11.97783759,9.080255534,9.758015588
YALI0D17600g,27.46086239,27.87427661,19.3306863,32.24411538,83.78819083,45.66102831,27.1355838,30.02062449,21.76273478
YALI0D17622g,0.124760125,1.028195601,0.407704448,1.781276829,4.439875007,1.164767044,2.336852628,0.920358668,3.028218483
YALI0D17644g,0,0,0,0,0.155069164,0,0,0,0.280938238
YALI0D17666g,110.702737,95.6207072,107.3762909,72.69540605,28.97416979,8.082318975,22.48841295,38.72080396,80.32644482
YALI0D17688g,15.11785016,12.83978793,13.48278871,4.139450385,9.178660334,0.491015242,1.756016426,3.453561668,8.037323622
YALI0D17710g,21.64912682,13.84354985,16.16939605,30.05354389,32.43126651,35.94748432,46.01663557,58.12091588,48.01607992
YALI0D17732g,61.66905309,63.58026783,74.80502005,44.70997174,56.29213312,45.45366223,44.4094548,49.69602683,60.22069684
YALI0D17754g,3.684047006,5.077309866,4.094112169,4.989666308,6.574737798,2.484570393,3.980353378,5.696254393,11.12109672
YALI0D17776g,29.85443786,37.67172855,36.29288461,45.59023054,33.4480671,34.42646322,53.41797884,51.05826875,50.49811757
YALI0D17798g,293.9567008,212.2621108,315.3290162,197.1931624,155.7723346,78.06427803,109.896687,125.5102022,137.874648
YALI0D17820g,2.344862053,1.561608027,1.393234624,2.249579355,1.320876906,1.157910992,1.471040323,1.913275588,3.751232878
YALI0D17842g,12.8681157,16.96639317,12.69985488,19.94018499,23.21100562,30.32860335,38.98728619,28.07406984,23.48414334
YALI0D17864g,390.8146959,475.4067406,485.1938236,364.8528581,354.7552219,353.9380003,435.7115756,439.1498477,584.2995699
YALI0D17886g,52.47373597,56.81505377,54.54314728,64.87038006,77.50875737,67.45218104,74.25427243,90.29588523,91.93411429
YALI0D17908r,0,0,0,0,0,0,0,0,0
YALI0D17930g,144.6222018,146.7487918,131.5099853,150.9842208,188.9864193,241.4957847,198.8499996,159.9082389,123.4215477
YALI0D17952g,79.55967483,76.51281015,54.90732316,101.5947961,131.6412433,121.1747198,149.2541506,173.6956593,164.575988
YALI0D17974g,1.577373848,3.089443755,2.386440083,3.481527967,3.999121948,0.743759833,0.496743165,0.565654819,1.628507051
YALI0D17988g,14.84546578,14.94616281,14.62133732,12.83178887,13.41989267,12.83526194,17.66533555,19.75435748,32.09122814
YALI0D17996g,42.29962318,50.37614426,34.88138054,58.78582331,48.65207571,47.46467722,61.96466367,62.27029876,69.75717576
YALI0D18018g,0,0.528349328,0.2095033,0,0,0.054411639,0,0,0
YALI0D18040g,0.102839148,0.282512168,0.168034371,0.127678052,0.172224321,0.058188586,0,0,0
YALI0D18062g,42.53707928,41.41518614,46.17732279,38.09623264,25.81568608,25.59066169,38.63691922,42.7336269,73.96086917
YALI0D18084g,123.9859039,84.51621997,92.29734735,56.668002,14.42913071,34.67265919,39.8176485,49.65965992,89.83647717
YALI0D18106g,79.65324854,87.59280257,102.7634847,116.8273525,70.10588138,106.8481536,143.1027178,136.4010798,96.19627968
YALI0D18128g,12.87332547,17.06453178,16.88314573,21.95915182,12.18414206,15.45529119,15.81869471,20.13225589,25.69763675
YALI0D18150g,137.759628,204.1378742,186.1986896,197.7267874,183.2278538,209.9152496,145.5835701,131.0778823,85.51816439
YALI0D18172g,0,0,0,0,0,0,0,0,0
YALI0D18194g,19.86253976,23.64127757,24.9005877,73.40753403,38.02486907,46.45453198,24.67519428,31.38840724,35.20242636
YALI0D18216g,0,0,0,0,0,0,0,0,0
YALI0D18249g,22.47893647,28.88836451,32.03822249,29.16896577,24.77441767,19.15783975,23.47207957,29.31689021,27.40828472
YALI0D18271g,143.5183362,155.8480556,138.4639847,142.096975,124.771945,120.419851,150.4627455,155.967775,130.1226307
YALI0D18293g,61.51395893,65.29844606,63.37950963,73.93930986,88.41761779,64.18032681,74.45096596,73.3434583,82.17327375
YALI0D18315g,15.16865643,16.97675662,14.27277268,15.32239123,28.31648291,11.47442874,11.81825698,15.97610363,15.54696745
YALI0D18337g,55.44773883,81.41454765,61.07294454,149.7933715,72.89419338,87.55037728,117.1813057,108.131028,96.93590686
YALI0D18359g,9.842187603,11.46670814,12.38213508,4.359969051,5.416840967,5.359758563,7.106218518,5.425571159,7.360253257
YALI0D18381g,3.56549941,1.21591596,2.169630516,5.220429748,1.194225594,0.236526943,0.169688469,0.619778183,1.548074607
YALI0D18403g,172.1458523,170.7457072,219.9859779,151.1887346,81.72496155,24.08168763,44.86051339,60.44973003,155.7612603
YALI0D18436g,62.40825665,70.45366656,83.44504595,39.07345145,11.04583061,7.464001104,9.571853985,12.8022584,29.66199884
YALI0D18458g,42.25118152,46.27507918,46.53505713,37.64426026,23.94949513,24.58461349,38.08299393,43.68500959,52.59657775
YALI0D18480g,0.12953237,0,0,0,0,0,0,0,0.294754873
YALI0D18502g,32.30683548,33.6535975,35.92073462,24.20837655,15.44688961,16.68446243,15.38270934,16.15885094,23.30881124
YALI0D18546g,38.66182753,48.85931536,39.44653367,37.57456723,25.12234897,21.6282249,32.03471407,34.46816795,43.52365679
YALI0D18568g,1.859170484,4.17876287,3.958342649,5.088573505,3.078164365,2.892885468,4.977787684,4.130130029,7.531748844
YALI0D18590g,41.90880132,56.25208105,43.54176914,59.34046113,81.73057106,46.63682027,43.72052711,52.71760311,41.60089362
YALI0D18612g,91.58660841,95.99748299,115.5078401,94.23368053,85.37220405,72.34755577,81.60161965,81.54735144,75.41816594
YALI0D18634g,105.774406,73.41570466,70.65467748,70.2827011,43.07936238,76.79880391,47.61986356,52.33091211,94.45518151
YALI0D18656g,3.48896279,5.027228612,3.632864308,5.796777034,4.124436981,2.438630725,3.490104574,3.879650445,8.99002362
YALI0D18678g,65.25930898,56.21001304,57.52532497,84.2459759,62.32539833,58.33840859,40.42755047,50.48367371,84.38114344
YALI0D18700g,28.18128818,31.5346512,26.69657938,36.34187278,64.30451641,29.68280062,23.84947658,23.64036691,21.637006
YALI0D18722g,107.9646859,90.10871999,63.35978367,164.2132881,188.8142989,174.3620969,177.8168113,226.0550414,242.3529057
YALI0D18733t,0,0,0,0,0,0,0,0,0
YALI0D18744g,412.1606665,355.7128365,346.0051748,588.9636943,401.1949407,458.5387835,507.5351802,524.4222864,591.094053
