Gene,MT_t1_rep1,MT_t1_rep2,MT_t1_rep3,MT_t2_rep1,MT_t2_rep2,WT_t1_rep1,WT_t1_rep2,WT_t2_rep1,WT_t2_rep2
YALI0B12892g,10.91967674,21.01464292,20.92047356,16.12520087,12.57256605,18.20435647,21.6693785,25.011063500000002,34.830289
YALI0B12914g,24.06596896,34.04281828,31.04555913,31.91841591,20.29175498,35.34894201,48.92002362,66.077665,59.17170218
YALI0B12936g,122.5847107,135.8744364,118.05658770000001,121.6469512,111.52900520000001,116.0971778,122.96744679999999,136.5961533,96.13525259
YALI0B12958g,151.6783389,137.2236074,149.3555063,133.7277975,163.88254880000002,212.16905640000002,166.4811453,170.66270490000002,121.99884399999999
YALI0B12980g,0.38427084799999994,0.587638409,0.53093052,0.492995915,0.402897309,5.645438407,2.189312035,2.680995011,3.185873951
YALI0B13002t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B13024r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B13035r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B13046g,0.0,0.273229601,0.289652095,0.212334205,0.209811826,0.0,0.032456287,0.0,0.049944576
YALI0B13068g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B13090g,7.775778838,24.09885081,1.991358151,78.22746013,22.64469064,0.111770575,0.0,0.0,0.249722878
YALI0B13112g,0.175422818,0.57750802,0.308578226,1.194379905,0.551777854,0.15241442,0.23235750600000002,0.5174838629999999,0.9705139140000001
YALI0B13134g,0.149368244,0.323592677,0.063059237,1.460760716,0.422842826,0.681330065,1.136205559,2.453399255,1.096026102
YALI0B13156g,158.27330680000003,165.61369380000002,178.8589264,156.00554630000002,171.5346633,178.7332274,334.4745584,332.6394081,305.2907164
YALI0B13178g,36.71871269,46.61725384,49.76145452,32.90977186,37.36381263,56.88117823,54.17655472,68.73800484,61.40031429
YALI0B13200g,99.55391109,103.3832503,83.4876905,129.5902197,117.42905630000001,69.34665607,269.54134530000005,288.8739817,346.11590939999996
YALI0B13222g,18.02102436,33.58282466,34.91540304,17.1041979,22.51044934,46.00191491,27.39586804,32.13667274,32.47885129
YALI0B13244r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B13288g,10.74865458,17.94948033,21.32967363,20.15770093,20.21400676,18.55940888,26.64851319,33.80012858,56.11542154
YALI0B13310g,72.24173844,91.19840121,91.30225727,66.10318960000001,77.54824286,41.12043428,44.84511672,65.10882516,97.51456226
YALI0B13332g,46.27637919,47.78898008,43.41805544,44.67744374,43.900353100000004,37.38955396,42.49550498,41.62101441,33.68180082
YALI0B13354g,7.464940951,9.851658854,8.098019832,8.882149151,8.333371116,8.563829965,15.88072385,22.91894727,35.11596081
YALI0B13376g,5.562000352999999,6.997687544,7.747321089,4.999538603,5.088723508999999,5.4250089710000005,9.532428104,9.530966123999999,11.51218171
YALI0B13398g,154.0850667,135.3825459,139.9331196,130.445954,156.9110639,135.72777380000002,144.3076324,142.7625409,127.0781028
YALI0B13420g,364.5162673,371.7008704,378.3737907,309.5990975,343.681824,305.9875689,312.7536149,276.8745659,210.7909265
YALI0B13442g,55.94915867,76.73653345,77.45478046,52.79159179,62.92106795,67.45354196,45.30086188,52.87029129,40.09925119
YALI0B13464g,46.96614881,50.31719478,51.37355819,43.71405749,43.66342488,38.78103753,52.71813866,51.64366937,58.32824012
YALI0B13486g,35.96560353,43.42323158,41.69761958,32.99808604,36.7175991,35.07147368,25.10258654,36.25064058,35.00708844
YALI0B13508g,12.3361353,18.41314185,14.501787,16.28364303,11.79074973,13.85659048,15.01156986,22.96833276,22.14760786
YALI0B13530g,137.9448888,188.9062094,193.96280019999998,128.8011209,160.25796069999998,82.00604718,96.11726825,105.0872532,112.2897665
YALI0B13552g,154.3927871,148.59292230000003,174.8752667,109.35425190000001,154.625104,142.97637969999997,116.5370068,110.45075609999999,86.28252046
YALI0B13574r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B13618g,52.11762176,75.67202406,83.53857277,63.59365027,66.69833922,61.60008421,120.052952,152.3694209,243.09425099999999
YALI0B13640g,38.28568079,38.20365288,45.47933317,38.32886047,43.25335751,69.37405035,139.8721944,168.9994207,326.8318485
YALI0B13662g,41.90376709,47.56050957,43.51339582,53.21976572,44.38283585,49.60082871,50.13210261,51.96553422,45.93393201
YALI0B13684g,33.99654793,41.7028191,33.87953153,35.5003705,28.49130092,20.49545823,26.2567711,37.49513637,57.37453277
YALI0B13706g,12.21989313,20.41228866,21.01777628,13.86059229,11.84253366,25.67090145,26.78667592,30.78860776,26.26530802
YALI0B13728g,13.28810648,10.76203181,8.101739474,14.42623571,11.86935473,6.311750112,3.470913462,5.014601271,2.855654562
YALI0B13750g,16.8177713,27.82943449,26.83167453,16.8106544,17.84350888,17.89419643,23.5965119,24.02659904,24.16342934
YALI0B13772g,208.3768339,229.7076424,197.5369929,185.1722456,214.84493569999998,118.5874733,139.86410039999998,168.9526403,210.9540196
YALI0B13794g,0.178982122,0.285109149,0.41558778799999996,0.775481445,0.234572228,0.174945248,0.304806865,0.190074073,0.97717648
YALI0B13816g,52.64483749,59.04281502,55.66333429,53.99822174,48.90921169,37.29698107,30.22179601,26.51045945,23.99644766
YALI0B13838g,6.248393709,5.324895683,7.627868135,6.417921092,6.145615997999999,3.882556812,3.228546394,3.1500371069999997,3.109331478
YALI0B13860g,66.17235938,66.72554467,57.47307354,73.53468794,56.98047484,68.47418378,63.03352484,82.57662492,69.8698327
YALI0B13882g,206.91275269999997,222.95535440000003,229.3795129,217.2514185,227.21631209999998,153.50538669999997,259.4018228,272.41222089999997,256.7103396
YALI0B13904g,16.400168599999997,20.38117104,19.11520598,18.98583442,16.42722789,22.58272322,21.07109341,25.74166053,38.84145155
YALI0B13926g,31.55766723,30.09380303,29.89065393,32.08801559,24.53567103,24.54314865,27.29560227,32.40986402,42.22699891
YALI0B13948g,38.07844637,46.7769077,44.89607469,29.83295584,34.61895128,31.74284327,50.7291758,83.42667841,142.7915418
YALI0B13970g,486.7883041,435.897936,492.11560139999995,451.32622530000003,504.1527342,397.7792597,503.1666858,350.4019148,286.71282510000003
YALI0B13992g,26.74691749,37.07426388,38.85739144,23.18419415,26.8232928,19.64476465,21.01515879,29.762599800000004,25.25465999
YALI0B14014g,397.8413132,347.74155279999997,412.76848019999994,260.1476913,401.7537772,77.13269051,104.1048691,77.73510246,141.09915759999998
YALI0B14036g,121.71644760000001,117.5307638,124.076931,103.2066738,138.0435005,84.27931235,121.7297992,118.26018909999998,100.27334040000001
YALI0B14058g,215.6422387,265.0454213,183.89539969999998,351.83284019999996,187.0740792,158.4542848,159.3679147,218.7546295,220.15104350000001
YALI0B14080g,17.76062895,14.42288996,14.75540726,29.044496000000002,17.81449362,13.22670072,13.49678041,28.25662577,27.69226112
YALI0B14102g,64.11906356,67.56270287,64.63251217,61.86070749,70.96117801,66.64620629,109.3831078,99.10238357,104.87645690000001
YALI0B14124g,11.55646542,14.89101326,15.51449033,13.77518157,10.79032248,8.382793118,8.373721917000001,10.95961823,12.84824209
YALI0B14146g,1923.0023809999998,1683.8021370000001,1865.856037,1789.229125,1640.677097,2570.89354,2483.703415,1949.687315,1350.1017689999999
YALI0B14179g,18.36516915,26.38881919,25.20604428,15.26955423,17.975161899999996,12.86038189,15.95623344,13.26683277,12.75582044
YALI0B14201g,63.02419509,78.96100332,67.90123116,71.4627031,73.48933915,71.14841553,107.81296850000001,108.8285842,80.27580472
YALI0B14223g,14.16229429,12.76267701,10.40153642,9.849771792,10.69369272,13.49254343,14.16062936,17.66081285,10.94904369
YALI0B14245g,36.14498114,38.05477074,44.17389628,36.79505676,36.37007617,50.17926403,62.35806204,62.23687753,58.37457386
YALI0B14267g,425.1612909,398.85401410000003,402.32675960000006,367.98367110000004,398.9398027,304.4093962,423.8583297,489.281075,537.6034125
YALI0B14289g,9.487081077000001,12.69292822,10.34757139,10.03096073,9.302002136,8.587063479,8.098403073,8.50890983,15.91337514
YALI0B14311g,71.36242255,71.38655061,65.50993784,48.36642616,67.32644325,30.35876214,11.4743662,21.37859081,27.66989306
YALI0B14333g,11.12253112,12.49118689,12.57295155,8.949041174,12.15104899,4.287835772,2.8176652260000004,3.0788915980000002,5.6883777779999996
YALI0B14355g,209.6486546,282.17728989999995,273.6350724,213.8379886,197.771633,139.21610869999998,131.00938670000002,148.5718746,163.5522144
YALI0B14377g,1722.056775,1936.9039280000002,1903.2338539999998,1800.2567789999998,1893.253621,1243.437558,1413.163118,1347.547408,1357.785661
YALI0B14399g,192.4848311,191.217004,206.6667696,169.6125632,197.2830626,166.62757309999998,215.80834019999998,190.5091311,179.44087150000001
YALI0B14421g,1.0618185390000001,0.936787204,0.62068306,1.6177844209999999,1.02764976,1.277377999,0.834590224,1.619149508,3.282072115
YALI0B14443g,16.56521415,35.72712576,36.02102036,17.74507287,19.62722451,20.39950641,26.56299231,29.86254068,35.71652241
YALI0B14465g,146.9576168,164.1891668,160.6875071,145.2284558,142.7563111,91.46618229,107.64080759999999,110.6660237,97.74137502
YALI0B14487g,456.29571219999997,463.35616110000007,472.3720141,396.62427030000003,499.91767630000004,408.3211078,388.72220719999996,377.33439169999997,365.7921875
YALI0B14509g,720.3498535,698.6883329,697.3205779,520.4657032,629.6585336,1001.083118,1345.954653,1240.758034,1183.709673
YALI0B14531g,44.8545876,49.82767778,46.7180798,52.46709718,52.40461275,38.17025225,77.30878049,95.3731291,126.63366609999999
YALI0B14553g,7.022243709,9.43459477,9.605556647,6.115951041000001,6.3481526829999995,11.32990614,12.63298536,15.27812869,14.90653489
SRN19_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B14575g,14.05091381,14.49239747,12.77643486,13.43813738,12.90897027,20.21056971,21.98135349,23.88800028,23.56289296
YALI0B14597g,26.35326586,31.05094247,27.99837076,24.25003062,22.68200201,32.6986744,41.33005907,42.79244652,55.03134459
YALI0B14619g,66.34172027,61.88989178,62.87365511,83.09111257,58.32124711,130.9655546,99.91171567,56.04130695,36.28205125
YALI0B14641g,77.33972309,88.21235959,88.47961671,72.80592205,88.31173299,90.46164717,132.582092,127.38421140000001,115.10192959999999
YALI0B14663g,164.2762384,178.3924879,182.15379309999997,161.10001640000002,180.18678290000003,159.651647,172.06019750000002,179.9606333,141.42370490000002
YALI0B14685g,6.488680015,4.964730115,5.388876182000001,7.061346827,6.8171417210000005,0.20794525600000002,0.28682299699999997,0.301237118,0.9756614779999999
YALI0B14707g,49.48438346,58.77975666,57.54021406,56.83515567,51.32391728,48.36828195,53.75971849,51.34297923,43.22664207
YALI0B14729g,48.26902157,54.15732139,49.20677939,45.81422735,43.54212482,25.56258795,41.00947259,54.97488801,53.37606181
YALI0B14751g,58.03023367,83.65948846,78.36729771,51.54495776,62.68713713,58.71884617,40.57542942,50.53359291,37.69839983
YALI0B14773g,37.52099163,43.17027696,36.93064208,49.77789381,33.12710746,24.25929524,19.91635763,34.52652332,37.73085671
YALI0B14795g,871.0553100999999,835.3320207,849.0645139000001,1150.902558,1215.8613369999998,328.3630962,746.5962598,864.5965757000001,1466.7819259999999
YALI0B14817g,15.34160415,19.86603158,22.69732808,17.20951329,19.69381261,26.16530835,32.58823993,31.64508268,36.9229604
YALI0B14839g,28.13002344,31.25041527,29.33895411,26.13765572,27.21945864,44.96782614,49.17441498,45.91072315,34.14275637
YALI0B14861g,454.73059580000006,538.0396825,555.7029077000001,544.1260616000001,431.1466506,745.4683381,364.52016000000003,243.95185919999997,234.4065418
YALI0B14883g,8.568902811000001,14.97419545,14.10662593,9.976625085,9.675353204,17.81075088,18.11010897,16.63810934,21.46550473
YALI0B14905g,122.9878696,128.67337790000002,115.2779467,107.67908,108.3709168,78.31553100000001,68.33304357,71.23756552,72.30984943
YALI0B14927g,83.18939859999999,84.65914099,78.45672605,69.04945022,73.14593603,220.8758515,205.37339440000002,224.5168756,156.6915014
YALI0B14938r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B14949g,11.39457739,20.73483199,19.92460664,14.60993819,12.22947024,13.97608675,16.99982012,24.84931036,39.59552425
YALI0B14971g,33.95411962,44.58120997,39.89358701,39.36005637,43.76976674,39.75334793,66.89899535,69.66238584,99.8365781
YALI0B14993g,213.60055130000003,188.0265744,211.50514180000002,170.6473674,187.43597580000002,260.53949109999996,209.9987974,173.72813349999998,115.0356084
YALI0B15015g,27.52267402,31.51744609,28.36263338,19.50306431,28.16010988,19.012222899999998,27.27445643,24.90052163,28.37597126
YALI0B15037g,45.25088014,62.64148116,66.56281362,42.66241204,47.94121347,51.29681122,47.68511777,58.09764091,57.17339583
YALI0B15059g,446.6459393999999,466.7363817,499.54785369999996,233.6307055,455.5098183999999,320.20261370000003,309.4958077,264.9834761,859.9321587999999
YALI0B15081g,456.97947300000004,447.70795250000003,423.4713625,449.8182176,501.0706046,480.911527,504.1110419,529.4079176,449.3014027
YALI0B15103g,3168.345655,2624.520357,2583.1609129999997,3274.635297,2859.6225719999998,3279.7750760000004,3102.138094,2629.2554609999997,1700.9332550000001
YALI0B15125g,639.8996976,620.4669762,554.1912058999999,862.7020198999999,698.6870738,760.4257163999999,1286.5737869999998,1351.973401,1287.809475
YALI0B15147g,41.41369961,56.65837619,52.92509947,44.55409231,44.23115191,57.69641405,73.8293171,89.27109718,72.48047372
YALI0B15180g,45.75925682,70.76183566,65.04898738,53.43144352,54.21578224,99.06535475,147.5825855,198.2497635,179.90205459999999
YALI0B15202g,55.75772504,52.88163764,50.80290848,48.54869937,47.24619771,33.62697582,52.57918413,53.55336999,50.53677564
YALI0B15224g,248.57311439999998,251.69872769999998,243.7921952,242.1053845,251.2227693,218.7120379,267.8423944,299.46931780000006,280.60150380000005
YALI0B15246g,8.109355148999999,13.07621901,15.14246306,8.041058662000001,10.83288785,13.61087829,14.65718216,16.92921409,21.26043061
YALI0B15268g,313.5672258,338.3502244,298.4563713,283.6869075,251.63174469999996,138.2856539,114.6060398,160.63245619999998,113.8736325
YALI0B15290g,35.6771029,43.75316678,35.868584399999996,50.74787506,34.22930075,64.49162172,111.48734409999999,146.73542419999998,135.3997446
YALI0B15304g,444.5840643,518.1991693,529.4914426,371.02199889999997,444.2575,474.3894653,516.5213291,470.41769320000003,435.53130889999994
YALI0B15312g,37.51976646,45.91506347,49.02568598,36.81268451,41.66092126,41.94909348,24.70387064,31.39299589,31.98736023
YALI0B15334g,26.37696168,34.74964186,33.25297277,35.71227264,23.06750042,20.54114345,25.76058015,43.65966528,37.0219083
YALI0B15356g,28.01819247,35.0696813,30.43260996,30.13836165,25.00312609,31.66997083,41.66700887,40.66775736,36.47494165
YALI0B15378g,12.21069244,18.64459721,14.46694787,11.56934481,10.35287697,17.97995843,23.47905309,24.61544861,17.71277627
YALI0B15400g,32.34229629,49.5918221,43.43404312,33.3341147,32.04606073,38.26060884,30.83090036,46.78854538,34.50687355
YALI0B15422g,39.11285775,34.548520399999994,38.44742639,30.40017599,41.28471209,35.81232129,46.07962599,41.74175714,38.07539416
YALI0B15444g,295.1427278,248.15746209999998,273.4628912,288.3383733,319.2768932,311.6767794,294.25395660000004,218.6639531,214.83726719999999
YALI0B15466g,0.386735899,0.49284003200000004,0.5805135929999999,0.797915594,0.5181156929999999,1.2600440590000002,0.439074607,0.395491634,0.563049496
YALI0B15488g,0.759023965,0.881921142,0.490083805,0.607985143,0.702190183,0.552791564,0.30414567800000003,0.69542647,0.23401363
YALI0B15510g,711.9065916000001,724.0203177,767.6959327999999,637.4223463,678.8492996,476.454567,611.0235593,644.8827736000001,791.2614587999999
YALI0B15532g,0.367552571,0.7806560029999999,1.758602004,0.455001868,0.51382488,0.958033499,2.503770673,2.949165176,4.2809636289999995
YALI0B15554g,1.5632615680000002,0.830064611,1.319933596,0.96759891,0.546345442,2.20711515,1.035314456,1.291220494,3.86912409
YALI0B15576g,13.53339446,21.22526102,20.55733789,19.82384462,18.40970452,16.02123674,24.56659555,23.24489373,24.23315035
YALI0B15598g,2086.5644420000003,1951.3545100000001,2113.7804960000003,1305.5693609999998,2052.20923,1280.014872,1871.4374280000002,1736.1908870000002,1857.742514
YALI0B15620g,19.58018517,23.47252449,19.78546617,42.14017305,16.87717106,20.49700389,29.420375399999994,42.37189713,42.59888116
YALI0B15642g,41.1237098,59.8238451,56.30409367,32.18081521,46.90547285,48.62936161,39.37852072,41.42766549,43.77109861
YALI0B15664g,93.71845524,108.3983058,98.97588218,75.06301095,99.66466775,106.50678500000001,122.23081359999999,108.43105109999999,84.43332995
YALI0B15686g,29.97455862,37.49973298,36.27783322,28.591494300000004,31.44918109,32.47300281,41.75802988,42.89688461,56.00016724
YALI0B15708g,104.24265179999999,122.4773721,124.2403626,88.43314908,108.97909270000001,132.5710461,108.7047648,126.12984740000002,102.8975431
YALI0B15722g,11.02415703,14.38334591,14.00700315,12.71383822,10.67043001,16.42061533,23.52239312,37.42034419,68.47956264
YALI0B15752g,286.5531733,312.7112784,308.25319019999995,340.26556400000004,298.9256524,198.4626271,316.57050449999997,305.4879736,329.54055330000006
YALI0B15774g,157.2257081,180.1379787,191.1392929,145.56478380000001,163.1867374,160.0378679,166.71499609999998,157.662873,138.8226903
YALI0B15796g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B15818g,28.32791705,33.29640725,34.14756467,23.24173527,29.7326309,35.34764887,48.32802836,51.54727219,107.59070729999999
YALI0B15840g,389.9078852,365.81252939999996,378.5557408,380.6383729,384.5459097,357.9812659,309.2745602,325.7768544,290.93481349999996
YALI0B15862g,14.82154386,18.77172113,20.35693747,13.19169376,16.24126825,16.12666138,18.69136925,24.75361508,40.50158352
YALI0B15884g,84.20549501,84.42794672,80.59097278,76.99422922,80.66352483,90.49771875,87.75897642,92.66111045,69.81925953
YALI0B15906g,30.78947948,39.63370125,47.90614563,35.24105256,36.21511258,36.6029415,53.21402374,50.29163005,54.21219196
YALI0B15928r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B15950g,9.565015145,13.86077694,13.37511143,16.78689247,11.78472475,26.64084527,35.21316166,36.48801039,34.40887472
YALI0B15972g,7.576695207,8.821974456,9.043813606,8.157299685,7.840450146,4.567315579,5.660002767999999,9.120820611000001,16.92366557
YALI0B15994g,0.421781639,0.0,0.213677775,0.20885331699999998,0.044222633,0.0,0.0,0.11944545599999999,0.147377436
YALI0B16016g,62.72474739,71.53904692,75.07857206,54.96893263,67.11394541,84.55058576,73.78209268,67.89959296,64.79017023
YALI0B16038g,44.48202894,50.21595761,42.34713625,32.24648798,36.61516094,56.18334232,67.27539066,69.39674792,48.02670396
YALI0B16060g,111.92774820000001,120.27533100000001,114.4755453,117.1530898,115.3090051,127.7516844,95.94158927,75.57707177,50.53398371
YALI0B16082g,40.08694332,47.17176854,33.28663186,52.39860227,30.28251792,36.66795957,29.30488578,33.02281537,29.7250781
YALI0B16104g,440.21381610000003,408.6024488,427.96097000000003,356.1423716,436.3745376,333.25413,296.00133289999997,266.38689300000004,227.6110526
YALI0B16126g,205.14541450000002,180.9952122,199.67617819999998,168.27646140000002,184.2504612,83.14920352,110.9122501,111.6039155,112.93207920000002
YALI0B16148g,13.58136878,12.14751931,7.763625819,8.354132667,11.85166567,0.769567893,0.287317946,1.3139000109999999,4.273945656
YALI0B16170g,3.076831832,2.197104008,2.082807589,2.3969686059999997,2.808821057,0.172841095,0.0,0.37557591700000004,0.556083935
YALI0B16192g,2.471428758,1.8802897269999999,2.367049377,3.5617350560000003,1.392299675,2.211374815,2.59650292,2.8726846110000004,3.028896847
YALI0B16214g,99.47483064,195.0005977,205.6450516,122.65354479999999,105.7451603,1.3228736540000001,1.120408794,2.15590866,4.039353079
YALI0B16236g,31.85128029,56.75577873,52.66014488,39.29318275,43.08916209,51.89262734,66.29413472,75.78398969,92.06361087
YALI0B16258g,53.43648918,75.76446659999999,78.57741442,53.99822174,59.65111606,65.03327912,47.84555958,52.43553408,45.28820446
YALI0B16280g,253.36168019999997,249.8563972,264.68812579999997,245.7348696,288.9798922,96.38262599,154.66703669999998,181.1037552,305.32629060000005
YALI0B16302g,28.63431639,30.28452764,30.52311743,28.2933654,27.46936984,32.28300895,42.5351409,40.91289452,37.80347472
YALI0B16324g,57.25478491,82.45056167,68.64490525,64.02295795,58.01848165,75.86809966,107.3129132,111.89848740000001,102.72491020000001
YALI0B16346r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B16368g,99.26832424,105.92901459999999,102.1884488,87.54702618,109.4375131,62.90416691,94.07329811,92.9708854,103.4795726
YALI0B16390g,38.83383027,40.07726404,42.3205967,33.86887472,31.20157288,57.06355854,68.55151429,70.63639431,50.86965746
YALI0B16412g,54.1768681,72.80082385,69.38143182,39.69439444,31.60688588,1.389893159,3.0875513999999997,2.315467691,3.57116655
YALI0B16434g,99.53933753,109.94144650000001,105.1355676,104.9220908,105.1875881,108.0718217,217.63699780000002,241.19475330000003,248.1102101
YALI0B16456g,42.30938485,50.43616043,46.82708865,45.29796379,41.16308205,50.46234474,60.04413003,76.81964889,73.30753829
YALI0B16478g,57.83223937,70.51314853,82.3221743,39.45805677,55.13112132,30.57174105,30.27501381,35.87038911,72.28415753
YALI0B16500g,375.2107458,390.913871,439.52044169999994,295.2143651,381.4806852,117.49530379999999,313.46369389999995,328.7656456,584.9601443
YALI0B16522g,276.62337169999995,365.6095691,414.37789039999996,247.63752209999998,261.1706081,16.24347455,39.15643201,57.05401044,106.0138426
YALI0B16544g,21.17453619,27.53869888,28.35888785,27.939680900000003,25.40758145,28.86153847,35.78780814,45.64526466,43.17551474
YALI0B16566g,116.1284617,151.1735531,126.8032504,141.9755624,107.77001090000002,92.23142255,92.32010383,89.11319146,42.84134713
YALI0B16588g,10.63528509,16.99987112,17.26300681,20.20248831,13.7943098,15.35414045,40.90793242,51.96063533,51.21710562
YALI0B16610g,140.3499493,181.2331944,151.2798581,185.3279486,133.3616419,134.6276575,143.3513034,177.6915388,178.78909480000002
YALI0B16632g,16.77302976,18.82137361,17.45855496,20.22803553,15.63314545,8.913039264,15.46509418,16.65030344,30.20779418
YALI0B16654g,55.61401288,65.54319422,60.76351243,54.80392335,56.52448734,53.91094591,38.20839334,39.107779,31.14791639
YALI0B16676g,12.6304429,18.02912571,15.22274768,16.55893778,15.3636164,17.81189063,25.29197992,32.33127286,27.43392957
YALI0B16698g,107.01785579999999,104.4487118,94.64808155,79.56287575,87.20414212,68.94710366,106.5329875,135.9609367,132.3237464
YALI0B16720g,51.61569029,58.23069257,59.30292426,54.68422456,53.98481338,44.40558964,55.94065676,62.05577315,57.42550473
YALI0B16742g,169.9472961,162.55590980000002,166.1337877,144.87538419999998,167.1053006,194.1981621,147.77683000000002,127.18698549999999,92.655799
YALI0B16764g,15.52442385,17.61636275,17.93142841,17.81447994,16.50553565,9.320529297,8.763197355,12.59643431,12.4946091
YALI0B16786g,21.85424346,23.83847907,18.24808197,23.38174308,16.88368105,26.66714422,28.38588634,41.74548409,29.2969005
YALI0B16808g,74.52203492,81.72766398,86.90746707,68.76851128,74.01808403,79.04951069,93.15573283,82.57000714,93.25618508
YALI0B16822g,19.26259696,28.92680345,28.03873002,19.04290773,21.36256287,35.84122864,56.16249506,64.73041026,86.37690533
YALI0B16852g,0.526081635,0.544713326,0.832865448,3.174837319,0.7239513479999999,0.17140535399999998,0.037329914,0.0,0.114888481
YALI0B16874g,23.40574773,27.72890122,29.60658197,22.89569402,25.2493546,29.6798778,33.70075326,27.64582132,22.83466
YALI0B16896g,60.37026607,80.86436595,79.10498588,60.15197115,73.80065387,76.56136144,49.47991009,58.54062964,40.6101067
YALI0B16918g,34.15731995,50.72609323,47.36860332,28.91577457,37.96427206,36.71892087,45.09414463,49.60408084,47.50656763
YALI0B16940g,30.18831784,45.46540561,29.04796722,39.67616293,27.43824859,43.43085196,63.42885705,82.71540917,80.99583186
YALI0B16962g,87.30787228,89.49920821,81.73918454,71.19029234,87.92334195,80.99067812,87.88877055,95.20065323,98.49509395
YALI0B16984g,99.81535769,106.03418400000001,93.27021121,108.6101757,97.73782445,84.25516233,122.9328844,142.79773390000003,117.66864890000001
YALI0B17006g,22.43588103,38.90889786,34.32975229,31.77708003,32.02448919,30.27034285,43.25321264,48.2291162,36.84672525
YALI0B17028g,0.6212156129999999,0.7784569720000001,0.8742014929999999,0.35887471299999996,0.41250729799999997,0.112445246,0.07836527900000001,0.24922522600000002,0.826045095
YALI0B17050g,17.75195654,14.09121981,13.58271473,14.63662968,17.87911038,5.8598165479999995,8.734837494,10.23365369,19.66749504
YALI0B17061g,248.1752418,267.14545649999997,239.43343219999997,268.8394479,268.1773141,163.4270903,224.9034599,217.65700869999998,253.43850030000002
YALI0B17072g,59.13533972,67.57687059,61.22711714,49.55209822,59.36097142,63.86805957,91.42935908,108.33388490000002,97.51809833
YALI0B17094r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0B17138g,0.47662048700000004,1.012308642,0.7303406159999999,0.917808229,0.8698887759999999,0.092023801,0.240499413,0.149972682,0.616811226
YALI0B17160g,0.8607412940000001,1.3830385619999999,0.9163539,2.8723027039999995,1.844164205,0.682816603,2.464317317,2.914469115,7.780456806
YALI0B17182g,3.210183924,5.895743317999999,4.902826742,3.886300363,4.3309780589999995,12.05891707,29.15706031,46.65824409,82.353565
YALI0B17204g,4.417344142,4.371673616,2.4600588869999997,5.991896752000001,1.6259390040000001,382.1634999,986.760031,1897.7984850000003,3642.8068310000003
YALI0B17226g,17.70999004,18.73216171,19.19014356,16.78374005,17.00043159,16.41296396,26.25049558,24.38011927,37.30086282
YALI0B17248g,6.180884053,11.79587152,12.61633322,7.0014573229999995,6.386109222000001,9.482576472,10.76451065,11.06733534,13.3933005
YALI0B17270g,1.079525034,1.123489548,1.108982671,0.512274831,0.830024806,0.046896745,0.081708134,0.25476128600000003,0.880142173
YALI0B17292g,28.26404261,38.14062186,37.98833668,32.55584798,35.23370605,18.49591205,36.50054797,45.69258795,62.851535399999996
YALI0B17303g,31.56051411,34.79852199,29.31279199,31.76519711,29.49354811,28.7921001,19.4737719,27.978903499999998,23.25419443
YALI0B17314g,115.02233400000001,118.3600179,116.5423722,107.32409399999999,123.1700278,124.78163870000002,129.9015137,114.99971790000001,78.60008268
YALI0B17336g,84.63055833,85.27016992,89.49353897,63.61270109,76.79298231,50.4695998,55.24929925,52.68078194,37.8137076
YALI0B17358g,527.4159492,584.1228517000001,508.37656119999997,499.5842738,448.5822952,291.9791326,313.07833289999996,387.59948230000003,417.5366526
YALI0B17380g,262.4461849,258.1954502,257.09120409999997,222.6298798,267.6114461,196.1707003,301.5593643,276.6039919,273.61148810000003
YALI0B17402g,346.33040530000005,349.86965560000004,356.43399389999996,254.9329309,347.1668971,254.25376,313.2979129,292.20117369999997,313.4409892
YALI0B17424g,120.227069,129.70533329999998,107.36764939999999,147.1044176,99.94764804,89.39751576,82.1859187,116.0847868,133.9361146
YALI0B17446g,98.01999543,126.6719087,105.1225163,263.4238866,131.128736,444.4107103,176.19013869999998,232.71325040000002,202.60443480000004
YALI0B17468g,23.45640448,32.85247797,30.23279587,28.22993771,24.25151686,33.25229935,39.98100338,49.92110464,38.55919042
YALI0B17490g,349.6879296,417.4162031,347.9576028,413.4559425,331.08435519999995,205.6256936,236.7954624,320.6964397,451.8295325
YALI0B17512g,130.3413632,120.87622490000001,124.0615672,128.52370159999998,140.2741922,135.712564,245.86985959999998,227.65160519999998,214.1754242
YALI0B17534g,27.27240078,24.656239199999998,25.80800164,27.13631144,26.75999975,15.11138173,17.76007997,21.17847557,18.63931564
